id_stacji	stacja	data_pomiaru	godzina_pomiaru	temperatura	predkosc_wiatru	kierunek_wiatru	wilgotnosc_wzgledna	suma_opadu	cisnienie	CO	NO2	PM10	PM2.5	C6H6	NO2	O3	PM10	SO2	C6H6	C6H6	CO	NO2	PM10	PM2.5	SO2	
12566	Kraków	2022-01-28	18	2.5	7	280	81.6	1.5	1022.1	662.3599999999999	31.172	12.278	9.8756	0.49177	28.0538	34.4267	8.05593	0.0	0.8748	0.5483	698.11	24.3303	10.3247	7.67503	5.08052	
12566	Kraków	2022-01-28	19	2.2	8	280	81.0	1.5	1022.6	564.8100000000001	26.3293	12.0982	9.72749	0.5231	22.091	37.7672	10.9991	0.0	0.405	0.45798	651.85	14.6587	9.30515	7.09526	4.5515	
12566	Kraków	2022-01-28	20	0.4	6	300	95.0	1.5	1024.3	547.49	24.7498	8.20024	6.39033	0.47891	17.2967	41.7798	10.027	0.0	0.0	0.4224	632.0	10.5989	8.61129	6.59651	3.99741	
12566	Kraków	2022-01-28	21	0.2	6	290	92.3	1.5	1025.4	538.0200000000001	28.9227	6.55157	4.68665	0.35179	16.9833	43.2159	9.0356	0.0	0.0	0.38915	595.68	7.58301	5.15564	3.5823	5.39476	
12566	Kraków	2022-01-28	22	0.4	6	260	87.0	1.5	1026.7	511.78999999999996	18.2044	8.49223	6.6727	0.35319	17.0322	41.8339	8.05426	0.0	0.1296	0.33718	605.7	8.587	5.76382	4.1533	3.74667	
12566	Kraków	2022-01-28	23	0.3	5	250	90.2	1.5	1027	594.92	23.4411	11.7229	9.0967	0.40661	19.871	37.542	7.58207	0.0	0.1296	0.43033	622.18	9.10962	8.00234	5.82485	5.03065	
12566	Kraków	2022-01-29	0	0.4	6	250	87.6	1.5	1027.5	593.7	20.9948	13.4422	10.6288	0.47975	18.3295	36.8783	7.01023	0.72042	0.09396	0.71185	644.9	10.329	9.4041	7.10822	5.75503	
12566	Kraków	2022-01-29	1	-0.4	5	260	83.7	1.5	1027.8	593.7	20.9948	13.4422	10.6288	0.47975	18.3295	36.8783	7.01023	0.72042	0.09396	0.71185	644.9	10.329	9.4041	7.10822	5.75503	
12566	Kraków	2022-01-29	2	-1	5	260	83.0	1.5	1027.5	566.2	23.0364	12.138	9.71862	0.37548	14.4414	40.4417	11.0427	0.11157	0.29538	0.59373	654.51	10.6445	10.7569	7.72271	6.09598	
12566	Kraków	2022-01-29	3	-1	5	260	83.0	1.5	1027.6	579.7600000000001	28.228	11.5879	9.23958	0.4437	14.4712	40.7803	10.3447	0.266	0.0	0.5242	639.83	12.2107	11.1629	7.98163	7.2253	
12566	Kraków	2022-01-29	4	-2.1	4	230	84.2	1.5	1027.5	480.15999999999997	15.1563	12.216	9.77758	0.34072	15.5573	39.6497	10.4215	0.45294	0.0	0.51885	607.93	11.8459	11.8544	8.96595	8.75594	
12566	Kraków	2022-01-29	5	-2.6	3	220	86.0	1.5	1027.3	525.13	27.4754	15.5726	12.379	0.30117	20.3761	34.103	6.62893	1.69132	0.12825	0.48932	638.4499999999999	15.9413	12.9537	9.8417	7.5633	
12566	Kraków	2022-01-29	6	-3	3	190	90.7	7	1027	599.89	38.6845	19.2564	15.2812	0.30117	31.0912	26.2069	11.0589	1.17631	0.6804	0.60024	645.15	17.9787	15.7569	11.7022	8.80582	
12566	Kraków	2022-01-29	7	-2.1	3	180	86.7	7	1026.6	652.65	48.7363	20.4246	16.156	0.60516	39.0537	22.0201	15.5474	1.2768	0.3861	0.63782	682.5400000000001	20.2221	17.298	12.8561	8.88337	
12566	Kraków	2022-01-29	8	-0.6	4	220	80.0	7	1026	699.1500000000001	41.6699	20.3782	15.8872	0.53835	32.427	27.9943	15.0433	3.37377	0.2862	0.61881	712.24	19.6118	16.1919	11.4903	10.1019	
12566	Kraków	2022-01-29	9	0.3	5	230	77.8	7	1025.2	724.3100000000001	47.1951	20.3114	15.7102	0.72693	36.5896	27.263	16.701	6.85689	0.42525	0.77593	721.29	18.3998	14.4424	10.0359	13.2586	
12566	Kraków	2022-01-29	10	2.2	6	230	73.0	7	1024.1	702.8	40.3289	26.4475	15.8251	0.78994	22.024	40.9696	24.0937	2.79817	0.30105	0.76765	707.0600000000001	20.4127	16.4082	11.5092	14.3835	
12566	Kraków	2022-01-29	11	2.4	6	220	69.9	7	1023.1	612.39	30.5001	37.1311	10.0541	0.62482	19.5301	44.8359	13.4002	1.41571	0.30105	0.6664	669.3	18.8996	11.8481	7.37321	11.2179	
12566	Kraków	2022-01-29	12	2.8	5	210	65.9	7	1021.7	655.1	39.6301	45.933	12.624	0.45611	21.7073	45.112	10.4525	0.15369	0.0	0.52145	636.26	13.7648	11.8552	5.19257	6.3696	
12566	Kraków	2022-01-29	13	2.7	6	210	68.9	7	1020.5	646.0	40.832	44.888	13.4863	0.63887	23.687	44.5092	12.6901	0.13448	0.43875	0.63978	643.7	16.7454	19.0283	6.56052	7.31362	
12566	Kraków	2022-01-29	14	1.1	5	210	89.0	7	1019.8	652.8199999999999	39.1235	25.4008	12.362	0.59668	25.8008	41.3409	14.4344	0.0	0.2133	0.52569	651.5999999999999	19.0047	15.9179	7.89228	7.76148	
12566	Kraków	2022-01-29	15	1.2	5	220	89.0	7	1018.5	691.52	44.1306	16.1026	12.8231	0.50004	31.6956	35.9297	19.8484	0.0	0.44955	0.5205	666.59	18.5161	13.0392	9.15302	5.68491	
12566	Kraków	2022-01-29	16	1.2	5	220	85.8	7	1017	754.24	49.2016	15.5793	12.6138	3.72082	29.6355	35.8914	9.43887	0.0	0.2943	0.5569	689.0600000000001	18.796	11.9892	9.08863	3.33588	
12566	Kraków	2022-01-29	17	0.5	4	210	95.0	7	1016.1	723.19	41.9286	16.7457	13.3777	0.76827	22.4017	38.2588	8.96356	0.22462	0.2943	0.52646	688.41	24.6356	12.0414	9.82156	8.31442	
12566	Kraków	2022-01-29	18	0.5	4	210	97.1	7	1014.6	745.5699999999999	43.8735	20.7337	14.7596	0.87162	22.4017	31.4194	8.70827	0.22462	1.0368	0.68172	732.0400000000001	28.271	14.967	11.3932	6.20533	
12566	Kraków	2022-01-29	19	1.1	5	230	95.7	7	1013.3	731.6	38.1136	17.7752	13.318	0.7963	27.7251	30.6568	7.64937	0.39826	0.71406	0.64946	762.9399999999999	26.8048	13.939	10.4466	5.40796	
12566	Kraków	2022-01-29	20	2.8	12	230	87.8	7	1012.1	647.42	26.5444	12.9509	10.1809	0.85757	23.5851	31.5894	6.65087	1.75043	0.5805	0.76668	724.24	14.3078	10.9382	8.78132	6.6577	
12566	Kraków	2022-01-29	21	3.3	11	220	87.9	7	1010.9	579.68	15.6418	11.1385	9.09254	0.5431	22.355	32.303	7.7424	2.69177	0.82719	0.49977	700.45	9.85381	8.87879	7.27068	6.03239	
12566	Kraków	2022-01-29	22	3.6	10	220	89.8	7	1010.1	631.95	17.4343	12.2425	10.018	0.44537	15.1292	36.535	7.35696	1.95141	0.027	0.42168	679.5600000000001	10.8628	9.97417	7.91362	7.04932	
12566	Kraków	2022-01-29	23	4.7	11	230	83.1	7	1008.1	553.01	14.9625	9.38133	7.49217	0.33974	13.8726	36.3997	5.50794	1.78294	0.71415	0.29758	691.25	16.7619	8.87689	7.22309	7.05444	
12566	Kraków	2022-01-30	0	5.3	13	230	80.8	7	1006.7	527.16	13.2358	4.71786	3.68304	0.28503	14.1909	35.5709	1.27831	2.63709	0.04725	0.30128	669.9000000000001	7.85301	5.39544	4.2345	6.4203	
12566	Kraków	2022-01-30	1	5.6	14	230	82.0	7	1006.4	527.16	13.2358	4.71786	3.68304	0.28503	14.1909	35.5709	1.27831	2.63709	0.04725	0.30128	669.9000000000001	7.85301	5.39544	4.2345	6.4203	
12566	Kraków	2022-01-30	2	4.9	13	240	88.0	7	1006.2	471.15000000000003	6.37758	2.83321	2.2122	0.16186	10.346	39.3487	2.61593	3.40702	0.0	0.01501	652.42	5.02406	2.10224	1.4299	5.91984	
12566	Kraków	2022-01-30	3	4.7	11	240	75.6	7	1006.6	480.81	5.48213	3.96514	3.17829	0.16566	9.90575	44.1204	0.40311	3.00358	0.0	0.0	643.89	5.02406	3.36675	2.267	4.81517	
12566	Kraków	2022-01-30	4	4.9	10	250	65.9	7	1006.2	434.5	6.3181	4.72354	3.34543	0.15652	8.42395	52.1241	0.40068	2.66296	0.0	0.0	643.89	4.38779	4.70709	2.3114	4.5913	
12566	Kraków	2022-01-30	5	2.8	15	250	81.7	7	1006.4	414.16999999999996	5.08061	4.11037	2.55244	0.11725	7.76113	57.0537	14.0886	2.13687	0.0	0.0	597.38	4.05817	5.64083	2.19581	4.67379	
12566	Kraków	2022-01-30	6	4	12	240	69.7	3.1	1005	426.46	7.37448	3.58157	2.61129	0.11551	8.59178	55.0855	10.0056	2.12652	0.0	0.0	607.89	4.2064	4.65959	1.73097	4.37428	
12566	Kraków	2022-01-30	7	4.6	13	250	63.9	3.1	1005	432.82	7.32349	5.18732	3.00585	0.12653	7.68539	55.0909	6.43891	2.52478	0.0	0.0	601.97	4.0152	6.14585	1.98807	4.44762	
12566	Kraków	2022-01-30	8	4.5	11	240	64.8	3.1	1004.5	446.1	12.0873	5.20049	3.31672	0.12226	8.36555	54.6943	4.28242	3.57105	0.0	0.069	595.42	4.09858	5.07158	1.87138	4.80853	
12566	Kraków	2022-01-30	9	3.7	14	240	74.9	3.1	1004.8	467.28	16.3086	5.71415	4.12388	0.16943	9.50726	53.4916	8.0339	2.51666	0.0	0.15016	606.85	4.84373	5.20343	2.39041	5.09362	
12566	Kraków	2022-01-30	10	3.7	12	240	74.9	3.1	1004.8	500.46999999999997	16.4287	6.07252	4.50685	0.24331	10.5348	51.6182	4.99315	3.46317	0.0	0.23414	642.71	6.41157	5.33841	3.05767	5.49647	
12566	Kraków	2022-01-30	11	3.3	13	260	78.8	3.1	1005.5	486.61	14.571	5.632	4.2703	0.26752	10.6254	52.4986	4.39111	1.83023	0.0	0.24952	636.48	6.98677	6.29392	2.98324	5.60067	
12566	Kraków	2022-01-30	12	2.8	11	250	86.6	3.1	1005.2	537.6999999999999	20.9757	6.98973	5.21601	0.24885	13.1753	51.4262	5.07516	1.27384	0.0	0.26738	659.04	8.94285	6.85659	3.53089	4.09776	
12566	Kraków	2022-01-30	13	3.6	13	250	78.8	3.1	1004.8	521.97	22.4602	7.04964	5.41747	0.39752	13.6527	50.3119	6.19021	1.28123	0.0	0.28536	657.92	9.98383	6.52318	3.72112	4.86027	
12566	Kraków	2022-01-30	14	3.3	13	260	84.1	3.1	1006.3	519.5699999999999	16.9382	6.48443	5.01262	0.25413	12.7743	51.4244	5.02506	1.63738	0.0	0.32176	646.89	8.21894	7.94969	4.14196	4.89245	
12566	Kraków	2022-01-30	15	2.9	13	250	86.0	3.1	1007.6	517.19	18.2734	6.64885	5.25664	0.24562	12.8858	51.6677	10.9758	1.18444	0.0	0.34586	654.97	9.36296	7.99471	4.75282	4.23111	
12566	Kraków	2022-01-30	16	3	13	250	84.7	3.1	1008.6	510.02000000000004	17.3291	8.27471	6.50941	0.30112	12.0536	50.9144	7.45502	2.27578	0.0	0.33061	665.77	11.3228	9.48099	5.43674	4.25026	
12566	Kraków	2022-01-30	17	3.6	10	240	77.7	3.1	1009.2	547.9000000000001	19.7924	10.7749	8.3354	0.29833	14.8982	48.4802	7.98062	2.36297	0.0	0.30503	671.0500000000001	12.0286	10.3661	5.68997	4.77146	
12566	Kraków	2022-01-30	18	3.9	12	260	72.8	3.1	1009.5	529.86	20.7914	11.4897	8.55706	0.3292	12.4588	50.8917	11.7164	1.66398	0.0	0.63623	658.13	11.472	13.4875	6.57019	4.91788	
12566	Kraków	2022-01-30	19	3.4	10	270	74.9	3.1	1010.3	506.66999999999996	17.0965	11.0819	8.26657	0.2636	11.0678	52.2897	9.87648	0.96277	0.0	0.35753	645.47	9.37889	14.3969	6.7329	5.3259	
12566	Kraków	2022-01-30	20	3.6	12	260	69.6	3.1	1010.7	499.78000000000003	18.061	13.419	9.66012	0.25516	12.2416	51.5551	11.8571	1.3034	0.0	0.38691	651.88	9.80166	15.6136	7.51688	5.83615	
12566	Kraków	2022-01-30	21	3	11	260	74.8	3.1	1011.3	496.76	14.8116	12.6153	9.31154	0.27316	10.7141	52.1949	19.819	1.63221	0.0	0.44288	631.34	8.06598	15.9896	7.40265	5.7519	
12566	Kraków	2022-01-30	22	2.7	10	250	75.9	3.1	1011.8	466.77000000000004	11.9102	12.1059	9.04559	0.23586	10.0656	52.0378	18.5288	0.49727	0.0	0.41645	628.1099999999999	6.60012	15.38	7.05389	5.99238	
12566	Kraków	2022-01-30	23	2.9	11	260	72.6	3.1	1012	479.83	9.07669	16.8097	10.0742	0.23668	8.99171	52.0132	15.6854	0.30738	0.0	0.36245	627.71	5.55914	14.9102	6.97191	6.22316	
12566	Kraków	2022-01-31	0	2.2	8	250	76.9	3.1	1013.1	445.01	7.13866	11.5154	8.77122	0.23452	8.46275	52.4918	16.9362	0.05394	0.0	0.33172	628.6500000000001	5.88471	13.8194	6.39645	7.20464	
12566	Kraków	2022-01-31	1	2	9	260	74.6	3.1	1013	445.01	7.13866	11.5154	8.77122	0.23452	8.46275	52.4918	16.9362	0.05394	0.0	0.33172	628.6500000000001	5.88471	13.8194	6.39645	7.20464	
12566	Kraków	2022-01-31	2	2.2	10	260	66.8	3.1	1012.7	426.71	6.71856	10.6594	7.67861	0.16542	7.13388	54.3054	17.7784	0.39604	0.0	0.25773	615.76	5.38918	14.0926	6.24229	5.71873	
12566	Kraków	2022-01-31	3	1.7	7	260	66.7	3.1	1011.9	437.75	8.00703	12.5812	7.68112	0.13062	7.28943	54.5564	12.1536	0.98642	0.0	0.15892	600.82	4.86763	11.6702	4.82064	5.30813	
12566	Kraków	2022-01-31	4	1.6	8	260	66.6	3.1	1011.6	430.63	12.5475	9.19024	6.28659	0.15147	9.25802	53.5759	9.65952	1.34847	0.0	0.30484	595.58	6.1269	10.7132	4.19672	4.99348	
12566	Kraków	2022-01-31	5	1.3	4	220	68.6	3.1	1011.2	467.15000000000003	21.3921	10.3933	7.11856	0.14999	15.1974	49.6917	11.2564	1.69279	0.0	0.16219	609.7099999999999	11.0174	11.7913	4.13556	5.81219	
12566	Kraków	2022-01-31	6	0.5	5	220	73.8	2.4	1010.3	684.31	55.4813	16.0559	10.3401	0.26595	24.02	43.5796	17.7352	2.4073	0.0	0.34457	651.44	22.0347	12.9038	4.99562	6.23096	
12566	Kraków	2022-01-31	7	0.6	5	230	75.0	2.4	1009.8	729.78	63.1457	19.5037	11.8979	0.56339	33.1004	37.5381	18.7987	2.21149	0.0	0.43099	693.5799999999999	30.8607	14.4898	5.9801	6.9672	
12566	Kraków	2022-01-31	8	1.5	6	250	71.8	2.4	1009.1	685.5799999999999	48.098	24.1718	12.3164	0.47762	33.4871	38.3716	23.2364	3.21786	0.5751	0.50055	696.04	32.649	17.2333	6.53194	7.52843	
12566	Kraków	2022-01-31	9	1.5	4	220	70.8	2.4	1008.3	666.57	61.6615	32.3891	14.0169	0.46312	33.3203	37.2297	19.807	6.9559	0.2835	0.53576	699.31	33.0633	16.3885	6.74638	8.80656	
12566	Kraków	2022-01-31	10	1.6	5	220	72.9	2.4	1007.2	810.59	66.0941	58.8032	20.1656	0.56393	36.2037	33.2499	20.376	6.33671	0.41328	0.57303	720.3000000000001	32.4599	18.6013	8.6316	10.2085	
12566	Kraków	2022-01-31	11	1.8	5	230	71.9	2.4	1006.6	840.15	67.7751	73.3766	24.523	0.98998	37.2851	32.4649	27.1475	6.02638	0.60516	0.66331	750.0	29.6822	25.033	11.5728	10.0811	
12566	Kraków	2022-01-31	12	2	5	240	70.9	2.4	1005.9	731.46	54.6264	66.0863	21.5166	0.72158	37.2851	32.135	31.325	6.02638	0.7776	0.85556	714.3000000000001	26.1896	27.1877	11.7064	10.5274	
12566	Kraków	2022-01-31	13	2.5	5	250	67.8	2.4	1005.2	680.7800000000001	56.2664	71.156	22.1616	0.57278	29.0279	35.3461	27.6309	5.93919	0.45576	0.54617	731.93	31.377	30.6071	10.4322	8.42075	
12566	Kraków	2022-01-31	14	2.2	4	240	67.8	2.4	1004.9	736.1	51.1672	57.1716	19.4955	0.66645	27.7405	37.8521	29.7522	6.96477	0.35316	0.69544	745.52	33.2364	34.4807	10.3358	7.50362	
12566	Kraków	2022-01-31	15	1.9	4	240	67.7	2.4	1004.5	917.59	76.7636	71.4808	21.9536	0.77124	34.0798	33.5572	34.4752	6.4904	0.57168	0.82938	768.66	36.4841	36.0366	9.02314	6.72293	
12566	Kraków	2022-01-31	16	1.4	2	250	72.9	2.4	1004.9	968.0699999999999	76.3148	61.3121	20.3994	1.18317	59.3182	15.5908	37.5197	7.98296	0.56448	1.0401	871.9	53.2604	37.6814	9.75762	6.39876	
12566	Kraków	2022-01-31	17	1.2	3	240	75.6	2.4	1005.2	951.28	78.2613	76.4282	23.4021	1.23811	64.282	12.378	42.4805	6.70542	0.8298	0.9397	855.1800000000001	54.9211	38.6707	10.5621	6.42017	
12566	Kraków	2022-01-31	18	0.6	0	0	76.7	2.4	1005.4	976.3199999999999	76.6797	78.6616	26.5775	1.10319	57.4614	14.9499	46.4414	8.59845	0.22572	1.0587	833.08	47.2445	34.7412	11.7978	7.3913	
12566	Kraków	2022-01-31	19	-0.1	1	230	83.1	2.4	1005.6	968.65	71.6177	64.3581	30.7855	1.25781	63.4784	9.76886	46.2902	7.32904	0.30312	1.17409	878.86	51.565	36.2212	15.7502	6.87707	
12566	Kraków	2022-01-31	20	-0.2	1	260	85.0	2.4	1006.2	1069.52	72.4027	61.5388	38.1665	1.66257	75.6626	2.75723	47.1798	6.96624	0.29763	1.75852	875.87	47.1605	38.9149	20.5445	8.42044	
12566	Kraków	2022-01-31	21	0	0	0	85.0	2.4	1006.7	1010.14	62.2632	63.041	43.1808	2.1469	70.0447	2.79567	56.1295	7.71178	0.60255	1.55501	932.01	47.373	42.2542	24.904	9.19784	
12566	Kraków	2022-01-31	22	-0.1	1	170	86.9	2.4	1007.2	1117.48	61.6066	65.4185	48.3808	2.18518	63.259	3.39681	52.3821	10.3134	0.68589	1.55457	980.1600000000001	52.1896	44.029	28.2825	6.33359	
12566	Kraków	2022-01-31	23	-0.6	1	220	88.8	2.4	1008	1023.79	50.2123	77.1029	59.6402	2.4531	54.0055	6.08793	63.246	11.9138	0.58131	1.57051	952.96	45.3505	42.2893	28.5878	6.06742	
12566	Kraków	2022-02-01	0	-0.5	1	220	92.2	2.4	1008.3	1074.77	42.5064	92.6954	72.6933	3.42711	38.36	14.6589	71.1461	12.7591	0.68256	2.1815	1026.6	38.3345	65.4512	48.0126	14.0306	
12566	Kraków	2022-02-01	1	-0.6	2	200	92.9	2.4	1008.6	1074.77	42.5064	92.6954	72.6933	3.42711	38.36	14.6589	71.1461	12.7591	0.68256	2.1815	1026.6	38.3345	65.4512	48.0126	14.0306	
12566	Kraków	2022-02-01	2	-0.5	2	210	94.3	2.4	1009	953.97	37.8224	82.0825	64.6644	2.77467	37.5177	10.7164	82.2334	14.7305	0.82332	2.61064	998.49	31.5379	67.0076	48.72	14.7594	
12566	Kraków	2022-02-01	3	-0.6	2	210	92.9	2.4	1009.6	945.4599999999999	41.2245	79.2729	62.7255	2.51669	37.9973	10.0758	74.7016	13.1611	0.82332	2.64216	1002.0500000000001	33.0457	67.3885	49.6403	16.095	
12566	Kraków	2022-02-01	4	-0.5	2	220	92.9	2.4	1010.1	955.6	45.2484	79.5889	62.559	2.51492	40.0888	7.11609	74.5804	13.1803	0.75015	2.53259	1009.3399999999999	34.0256	62.1179	45.1333	12.6116	
12566	Kraków	2022-02-01	5	-0.1	3	290	86.9	2.4	1010.6	1110.2399999999998	52.4366	83.4061	66.1637	2.63579	44.0743	4.32867	76.7007	13.7101	0.8802	2.53052	1096.3899999999999	46.5136	64.2642	47.3266	13.2947	
12566	Kraków	2022-02-01	6	-1	3	260	86.2	0.01	1011.4	895.02	50.2293	57.4782	45.2196	2.6827	47.3039	3.35629	77.1165	12.6387	0.9315	2.65025	1046.98	46.6225	54.232	40.1423	10.5521	
12566	Kraków	2022-02-01	7	-0.5	3	240	90.2	0.01	1012.1	957.48	66.2673	34.1626	25.8312	1.48738	52.9454	2.92846	77.469	9.73856	0.9315	2.13566	973.76	53.7357	34.7216	24.3444	8.91584	
12566	Kraków	2022-02-01	8	-0.1	4	240	85.6	0.01	1012.4	901.87	59.2077	42.8396	33.1244	1.15105	38.4418	12.9557	71.7199	12.932	0.75708	1.70092	871.73	46.7017	29.0399	19.1361	9.69111	
12566	Kraków	2022-02-01	9	0.3	5	240	85.7	0.01	1012.3	850.12	54.5377	44.6636	34.3662	1.15939	30.8634	21.6822	53.4378	14.0012	0.17163	1.23078	825.68	32.9135	33.2879	22.8296	11.1192	
12566	Kraków	2022-02-01	10	0.7	6	240	79.6	0.01	1012.4	718.82	42.1511	41.4901	30.2837	1.27757	24.4687	29.8097	44.0502	11.6634	0.3474	1.2499	777.06	26.8625	34.0383	23.9331	12.8928	
12566	Kraków	2022-02-01	11	1.3	7	230	71.8	0.01	1011.9	694.86	46.4244	65.0258	28.2954	0.78612	21.1102	35.5302	36.8108	9.83166	0.36252	1.06501	738.0100000000001	21.6922	29.9444	18.7405	9.30135	
12566	Kraków	2022-02-01	12	0.7	6	220	76.7	0.01	1011.6	648.38	46.3315	59.0905	25.0679	0.74089	18.3484	39.6277	24.6356	7.84626	0.66528	0.90172	712.02	21.3746	32.9226	15.762	8.96121	
12566	Kraków	2022-02-01	13	0.6	6	220	82.6	0.01	1011	681.8499999999999	48.1314	35.2943	20.9188	0.64365	24.6289	37.0843	27.6727	11.4158	0.80424	0.8019	726.38	21.2067	28.5223	15.323	9.28714	
12566	Kraków	2022-02-01	14	0.9	5	230	83.9	0.01	1010	754.49	53.3538	25.3333	18.4298	0.86926	28.2645	35.1043	22.4888	11.3966	0.80424	0.8661	750.87	23.9637	18.2101	13.0434	7.49735	
12566	Kraków	2022-02-01	15	1.3	6	230	82.1	0.01	1009	812.96	54.1521	27.2954	18.8547	1.03668	34.7649	31.6995	19.6775	13.4086	0.67275	1.08732	811.22	31.9931	21.3441	13.1367	8.73623	
12566	Kraków	2022-02-01	16	0.9	7	220	87.0	0.01	1008.8	803.53	43.3992	22.8695	17.1646	0.95022	28.0193	35.4684	23.9744	12.1991	0.51507	1.14426	797.3	27.4648	19.1778	12.972	9.16989	
12566	Kraków	2022-02-01	17	0.6	5	220	85.1	0.01	1007.7	795.13	53.1042	24.6449	19.9442	0.85423	25.7159	33.8267	13.8447	11.9264	0.6156	0.83298	760.7	24.1533	16.1729	12.3444	7.44693	
12566	Kraków	2022-02-01	18	0.5	4	210	80.8	0.01	1006.5	954.48	67.1419	25.391	20.609	1.01529	47.0968	18.7089	14.2065	10.1745	0.72756	1.1312	797.45	33.9539	17.3311	13.7239	10.0176	
12566	Kraków	2022-02-01	19	0.6	3	190	79.0	0.01	1005.2	898.12	54.336	25.8368	19.9716	1.12734	36.9951	28.3024	21.7924	10.5543	0.5184	1.08781	806.6	25.7106	17.6154	14.3464	6.84686	
12566	Kraków	2022-02-01	20	1	4	180	79.6	0.01	1003.4	634.35	32.0239	15.5572	12.477	0.89605	22.6561	39.6274	15.7669	9.2834	0.73044	1.04289	720.6	13.3203	11.0023	8.86994	6.22938	
12566	Kraków	2022-02-01	21	0.3	4	210	92.9	0.01	1002.3	588.92	23.8198	11.9338	10.169	0.47626	14.9412	46.3731	11.6295	9.74077	0.05904	0.61746	689.9	10.8479	8.22612	6.3901	6.77489	
12566	Kraków	2022-02-01	22	0.2	3	190	95.7	0.01	1001.3	613.07	32.0435	14.7617	9.84083	0.4241	14.9694	44.7761	7.48286	8.57259	0.0	0.49966	691.8199999999999	11.9686	6.16399	4.46986	4.77259	
12566	Kraków	2022-02-01	23	0.3	4	220	97.1	0.01	1000.3	548.99	25.4997	9.97333	7.49611	0.33454	10.764	44.7942	6.10046	8.25339	0.0	0.97727	697.4	7.67827	4.55913	3.52242	4.85015	
12566	Kraków	2022-02-02	0	0.7	4	200	97.1	0.01	999.8	530.84	22.5961	6.51433	4.83139	0.32882	9.42878	43.4053	4.32786	10.3068	0.0	0.42015	684.6600000000001	7.18009	3.17515	2.32122	3.83261	
12566	Kraków	2022-02-02	1	0.7	6	230	97.1	0.01	999.5	530.84	22.5961	6.51433	4.83139	0.32882	9.42878	43.4053	4.32786	10.3068	0.0	0.42015	684.6600000000001	7.18009	3.17515	2.32122	3.83261	
12566	Kraków	2022-02-02	2	1	6	220	95.0	0.01	999.2	490.67	11.8427	3.23533	2.62917	0.23751	9.26895	40.9596	0.3565	8.53934	11.7963	0.44486	689.83	7.30172	2.60414	1.77873	5.46424	
12566	Kraków	2022-02-02	3	1.4	7	220	93.7	0.01	999.3	485.87	10.6148	7.10167	4.79194	0.2322	12.1237	37.8357	0.0	9.08907	11.7963	0.43243	693.79	7.76803	2.75044	2.02725	4.66516	
12566	Kraków	2022-02-02	4	1.9	7	230	91.7	0.01	999.3	494.61	16.7669	3.98867	3.17583	0.20296	13.3999	36.2913	5.33295	8.8445	0.0	0.35419	694.5	7.68146	2.54837	1.79564	4.57281	
12566	Kraków	2022-02-02	5	2.1	9	230	91.0	0.01	999.6	534.6999999999999	30.4772	5.38733	4.13917	0.20598	15.6311	36.4407	3.9795	10.0629	0.0	0.39686	707.9499999999999	12.2888	3.49778	2.00672	4.23444	
12566	Kraków	2022-02-02	6	1.7	7	220	93.7	5.6	1000.2	707.84	43.7487	7.11967	5.42222	0.29883	17.1198	35.6572	0.85491	8.64869	0.0	0.33189	725.17	16.4644	4.01158	2.56236	4.718	
12566	Kraków	2022-02-02	7	1.9	8	230	93.7	5.6	1000.9	707.38	47.9232	8.67667	6.85944	0.48468	23.6302	32.6584	5.10779	9.00706	0.0	0.39571	753.07	22.107	4.84692	3.51501	4.70244	
12566	Kraków	2022-02-02	8	2.1	8	230	93.7	5.6	1001.3	636.28	33.8451	9.329	7.41472	0.51664	20.3734	36.6871	4.6859	10.6171	0.0	0.4173	757.47	24.6536	6.91975	4.57023	6.39784	
12566	Kraków	2022-02-02	9	2.3	7	240	93.7	5.6	1001.7	631.13	37.5735	11.342	8.88333	0.41002	17.1342	39.6153	3.89745	8.98415	0.0	0.54376	756.88	22.1112	7.87704	5.35644	6.32183	
12566	Kraków	2022-02-02	10	2.9	8	250	93.1	5.6	1001.9	641.2900000000001	38.3292	12.649	9.89694	0.57322	18.0485	39.7658	11.1478	8.81199	0.0	0.4053	772.5600000000001	22.0948	8.65309	6.31386	6.4478	
12566	Kraków	2022-02-02	10	2.9	8	250	93.1	5.6	1001.9	649.77	42.5781	14.0927	11.0236	0.54626	22.1195	39.1909	11.8835	7.96892	0.0	0.56419	765.5600000000001	29.4167	10.2554	7.46484	4.80225	
12566	Kraków	2022-02-02	10	2.9	8	250	93.1	5.6	1001.9	666.64	40.6151	13.8973	10.91	0.62261	20.5554	40.2809	12.7937	9.28709	0.0	0.39468	755.47	24.8013	11.6424	7.69252	6.88591	
12566	Kraków	2022-02-02	10	2.9	8	250	93.1	5.6	1001.9	643.6899999999999	58.3675	12.7083	9.84028	0.40388	19.3022	41.7152	12.0318	10.7479	0.0	0.39881	759.2299999999999	25.6537	10.7282	7.2259	6.16355	
12566	Kraków	2022-02-02	10	2.9	8	250	93.1	5.6	1001.9	669.04	36.4167	10.089	7.96917	0.43027	21.7453	42.0948	12.4145	9.28044	0.0	0.4727	741.03	24.9144	8.68791	5.64954	5.99151	
12566	Kraków	2022-02-02	15	3	7	250	87.9	5.6	1005.2	621.22	42.2637	11.5647	8.95944	0.59094	27.5471	37.931	8.9204	9.04769	0.0	0.60181	751.75	27.5657	9.66653	6.63382	7.27883	
