id_stacji	stacja	data_pomiaru	godzina_pomiaru	temperatura	predkosc_wiatru	kierunek_wiatru	wilgotnosc_wzgledna	suma_opadu	cisnienie	CO	NO2	PM10	SO2	CO	NO2	PM10	SO2	PM2.5	CO	NO2	O3	PM10	PM2.5	SO2	
12155	Gdańsk	2022-02-02	22	1	5	320	72.8	0.9	1013	271.572	16.8073	9.37044	0.48841	251.18099999999998	4.95596	5.78516	2.12574	5.5949	243.655	13.0764	59.3303	10.1435	9.70992	2.22991	
12155	Gdańsk	2022-02-02	23	0.6	3	320	71.7	0.9	1013.6	271.572	16.8073	9.37044	0.48841	251.18099999999998	4.95596	5.78516	2.12574	5.5949	243.655	13.0764	59.3303	10.1435	9.70992	2.22991	
12155	Gdańsk	2022-02-03	0	0.7	3	300	72.8	0.9	1014.3	314.79200000000003	11.5103	14.2059	0.52609	238.944	6.88193	8.48213	1.8995	8.35441	234.947	10.3653	57.3057	13.4861	13.0639	1.72013	
12155	Gdańsk	2022-02-03	1	0.2	2	250	76.6	0.9	1014.9	314.79200000000003	11.5103	14.2059	0.52609	238.944	6.88193	8.48213	1.8995	8.35441	234.947	10.3653	57.3057	13.4861	13.0639	1.72013	
12155	Gdańsk	2022-02-03	2	-0.1	2	260	83.1	0.9	1015.1	295.755	8.05915	14.1504	0.52609	251.85200000000003	5.74463	9.83654	2.05084	9.66318	238.577	8.73444	54.2907	12.7705	12.2311	2.20788	
12155	Gdańsk	2022-02-03	3	-0.3	2	260	86.9	0.9	1015.3	279.27299999999997	8.26127	13.1131	0.52609	274.823	5.73511	10.4896	2.39883	10.3751	238.577	9.77437	52.3992	11.7064	11.194	1.81424	
12155	Gdańsk	2022-02-03	4	-0.4	2	240	90.2	0.9	1015.4	279.27299999999997	8.26127	13.1131	0.52609	274.823	5.73511	10.4896	2.39883	10.3751	238.577	9.77437	52.3992	11.7064	11.194	1.81424	
12155	Gdańsk	2022-02-03	5	-0.6	1	210	92.2	0.9	1015.5	281.384	20.6845	9.33467	0.52609	210.905	10.2333	6.7472	1.81475	6.65394	187.20999999999998	12.6008	56.8051	9.449	9.14705	2.00392	
12155	Gdańsk	2022-02-03	6	-0.2	3	220	90.9	0.1	1015.7	272.671	22.4291	9.26621	0.52609	260.445	14.6695	6.44349	2.2272	6.35352	186.895	14.4931	56.2449	6.5824	6.33289	1.85789	
12155	Gdańsk	2022-02-03	7	-0.1	3	220	90.2	0.1	1015.9	352.195	42.1684	10.9329	0.52609	259.139	18.9072	6.47443	2.39186	6.25521	212.65800000000002	25.021	45.6039	7.22164	6.81918	1.70285	
12155	Gdańsk	2022-02-03	8	0.5	3	220	88.9	0.1	1015.6	352.195	42.1684	10.9329	0.52609	259.139	18.9072	6.47443	2.39186	6.25521	212.65800000000002	25.021	45.6039	7.22164	6.81918	1.70285	
12155	Gdańsk	2022-02-03	8	0.5	3	220	88.9	0.1	1015.6	307.62899999999996	38.2204	16.9472	0.52609	311.505	44.9434	23.3041	3.65997	18.2285	234.58100000000002	35.3127	35.4778	15.4951	12.7415	2.40493	
12155	Gdańsk	2022-02-03	8	0.5	3	220	88.9	0.1	1015.6	256.866	22.2114	14.4749	0.52609	243.284	14.3573	11.5065	2.63887	10.9842	205.151	15.8875	53.0243	15.3505	14.1833	2.88004	
12155	Gdańsk	2022-02-03	8	0.5	3	220	88.9	0.1	1015.6	243.635	18.6176	16.0756	0.52609	277.941	19.1432	11.9384	6.60032	11.4308	223.959	15.0054	55.5939	15.8157	14.9619	1.97352	
12155	Gdańsk	2022-02-03	8	0.5	3	220	88.9	0.1	1015.6	256.592	19.6627	15.0367	0.12339	236.10600000000002	9.56787	11.5702	2.9291	11.3847	238.882	18.2676	49.9486	17.2276	16.7008	2.43025	
12155	Gdańsk	2022-02-03	8	0.5	3	220	88.9	0.1	1015.6	325.04499999999996	19.3016	23.0133	1.16744	249.987	13.8743	13.6608	2.68092	13.0654	255.42	25.3648	42.8184	16.3944	15.7023	2.17474	
12155	Gdańsk	2022-02-03	14	2.8	3	180	89.1	0.1	1014.1	300.485	20.2564	19.7565	0.8432	248.87300000000002	13.6481	13.8996	2.54458	13.3764	265.281	20.7024	47.0329	19.4835	18.6235	2.00592	
12155	Gdańsk	2022-02-03	15	2.6	3	190	89.1	0.1	1014	335.60699999999997	20.2564	20.8364	0.8432	255.96	15.2636	13.8631	2.44204	13.1908	299.408	25.9461	41.1161	20.9532	19.0725	1.99271	
12155	Gdańsk	2022-02-03	16	2.2	3	190	89.7	0.1	1013.7	311.25399999999996	24.5262	20.4482	0.8645	323.958	34.8751	18.7991	3.55345	17.4313	308.96299999999997	29.0096	34.5701	20.766	19.575	2.02219	
12155	Gdańsk	2022-02-03	17	1.8	4	170	89.7	0.1	1013.3	311.25399999999996	24.5262	20.4482	0.8645	323.958	34.8751	18.7991	3.55345	17.4313	308.96299999999997	29.0096	34.5701	20.766	19.575	2.02219	
12155	Gdańsk	2022-02-03	18	2	4	180	91.0	0.1	1012.9	338.83299999999997	24.7659	21.9527	0.07315	303.537	34.3024	18.0997	2.92934	17.8436	269.37699999999995	20.9734	42.8284	21.4868	20.7704	1.89475	
12155	Gdańsk	2022-02-03	19	1.7	5	180	91.7	0.1	1012.6	300.743	19.112	23.1555	0.72707	280.084	34.8897	18.8592	2.47982	18.1783	270.54699999999997	15.9438	46.9272	22.4781	21.8551	1.5133	
12155	Gdańsk	2022-02-03	20	1.6	5	170	93.0	0.1	1012.1	319.835	21.4366	24.1595	0.36058	311.40000000000003	40.4248	29.2196	2.77718	25.7171	272.993	15.9565	45.2403	20.6957	20.2549	1.5571	
12155	Gdańsk	2022-02-03	21	1.6	4	160	93.7	0.1	1011.4	355.118	20.4727	28.3965	1.29084	326.04100000000005	39.1052	36.4293	6.876	32.4637	298.51	24.1091	34.9214	22.3916	21.9512	1.49698	
12155	Gdańsk	2022-02-03	22	1.5	5	150	95.1	0.1	1010.8	346.00199999999995	15.8072	28.8885	1.68688	299.062	22.8135	32.0338	11.3094	25.4099	330.096	23.5921	30.7947	28.1018	27.5413	1.66762	
12155	Gdańsk	2022-02-03	23	1.7	4	160	95.1	0.1	1010.3	358.31800000000004	17.8581	32.3195	0.74258	340.05999999999995	34.1976	35.8253	9.18424	30.5084	328.473	22.3991	26.8567	30.4312	29.8527	1.60326	
12155	Gdańsk	2022-02-04	0	2	3	160	95.8	0.1	1010	404.231	20.2172	36.991	1.70905	390.77099999999996	37.4374	56.3972	4.45576	41.2654	354.65000000000003	23.6835	23.6632	34.228	33.4725	1.70543	
12155	Gdańsk	2022-02-04	1	2.6	4	180	95.8	0.1	1009.7	404.231	20.2172	36.991	1.70905	390.77099999999996	37.4374	56.3972	4.45576	41.2654	354.65000000000003	23.6835	23.6632	34.228	33.4725	1.70543	
12155	Gdańsk	2022-02-04	2	2.4	4	170	95.8	0.1	1009.2	403.061	18.023	29.571	1.66324	412.57	35.9012	36.9452	3.35035	30.6105	376.44100000000003	23.5124	20.3655	29.9148	29.4084	1.71271	
12155	Gdańsk	2022-02-04	3	2.5	4	170	97.2	0.1	1009	397.16499999999996	19.5442	22.9029	2.5403	408.116	35.6555	45.1324	5.20778	35.2991	371.508	24.2839	18.4538	25.0552	24.1849	1.88761	
12155	Gdańsk	2022-02-04	4	2.5	4	170	97.2	0.1	1009	363.94	20.2897	19.8899	1.71274	386.747	34.8951	34.7988	6.50276	27.9027	367.214	26.5477	14.2913	21.2171	20.3069	1.95822	
12155	Gdańsk	2022-02-04	5	2.5	3	170	97.2	0.1	1008.7	363.94	20.2897	19.8899	1.71274	386.747	34.8951	34.7988	6.50276	27.9027	367.214	26.5477	14.2913	21.2171	20.3069	1.95822	
12155	Gdańsk	2022-02-04	6	3.1	1	180	97.2	1.6	1008.5	404.766	32.0661	18.5426	1.92037	407.127	37.3834	28.8391	7.06619	22.8033	441.769	35.7954	5.83898	18.3905	17.3764	1.99564	
12155	Gdańsk	2022-02-04	7	3	4	170	97.2	1.6	1008.5	577.1579999999999	37.7392	24.5281	3.27993	463.254	37.1905	26.3726	5.64307	22.1112	531.532	39.7909	6.43932	21.5856	20.2575	2.46466	
12155	Gdańsk	2022-02-04	8	3.5	4	170	97.2	1.6	1008.4	610.3570000000001	42.5974	22.5202	3.64272	488.44100000000003	41.0612	26.2729	5.2428	21.4182	383.808	32.2319	15.9734	12.8741	12.2524	1.95425	
12155	Gdańsk	2022-02-04	9	4	5	180	97.9	1.6	1008.2	506.6619999999999	38.0343	28.2003	3.66563	468.93600000000004	42.037	26.9519	6.1442	22.3205	327.797	20.535	24.3484	11.9524	10.6312	1.78902	
12155	Gdańsk	2022-02-04	10	4.5	4	180	97.9	1.6	1008	506.6619999999999	38.0343	28.2003	3.66563	468.93600000000004	42.037	26.9519	6.1442	22.3205	327.797	20.535	24.3484	11.9524	10.6312	1.78902	
12155	Gdańsk	2022-02-04	11	5.2	4	190	97.2	1.6	1007.4	506.6619999999999	38.0343	28.2003	3.66563	468.93600000000004	42.037	26.9519	6.1442	22.3205	327.797	20.535	24.3484	11.9524	10.6312	1.78902	
12155	Gdańsk	2022-02-04	12	5.7	3	190	97.2	1.6	1007	506.6619999999999	38.0343	28.2003	3.66563	468.93600000000004	42.037	26.9519	6.1442	22.3205	327.797	20.535	24.3484	11.9524	10.6312	1.78902	
12155	Gdańsk	2022-02-04	13	6.1	4	200	97.2	1.6	1006.3	277.414	18.151	16.3009	4.31289	253.846	11.8217	12.3845	3.81308	12.1684	326.82099999999997	18.9807	37.0039	17.9555	17.1842	2.5682	
12155	Gdańsk	2022-02-04	14	6.1	4	190	97.2	1.6	1005.7	291.35	19.7935	17.1028	3.60208	264.993	13.1768	13.3007	3.70682	13.088	315.85699999999997	21.1256	36.8564	16.7613	15.9641	2.39976	
12155	Gdańsk	2022-02-04	15	6	4	210	95.9	1.6	1005.1	289.47499999999997	18.4156	17.1838	4.66978	264.646	16.2217	13.3714	3.21442	12.9983	319.72499999999997	21.1256	37.4473	17.1895	16.0479	2.39976	
12155	Gdańsk	2022-02-04	16	5.9	5	190	95.2	1.6	1004.9	289.839	20.7481	17.3841	4.36831	272.523	18.4954	13.2019	3.28358	12.9395	323.381	22.6839	37.3304	17.0681	15.9634	1.97989	
12155	Gdańsk	2022-02-04	17	5.6	4	190	93.9	1.6	1004.2	289.839	20.7481	17.3841	4.36831	272.523	18.4954	13.2019	3.28358	12.9395	323.381	22.6839	37.3304	17.0681	15.9634	1.97989	
12155	Gdańsk	2022-02-04	18	5.3	4	180	93.2	1.6	1003.6	264.058	13.9254	18.3437	5.39389	259.722	18.9731	15.0841	6.40742	14.8882	301.85699999999997	14.7301	48.0267	17.9016	17.279	1.7718	
12155	Gdańsk	2022-02-04	19	5	4	190	91.9	1.6	1003.1	264.232	12.0197	19.7473	4.53899	263.577	25.8467	16.1377	11.4357	15.862	289.202	12.0136	50.6433	18.2573	17.7719	1.69272	
12155	Gdańsk	2022-02-04	20	5.3	5	190	90.6	1.6	1002.1	274.90999999999997	12.3429	22.0951	5.86382	263.84200000000004	23.23	17.3709	11.6131	17.0047	288.353	11.4063	49.3819	19.1443	18.6367	1.42747	
12155	Gdańsk	2022-02-04	21	5.5	5	190	90.6	1.6	1001.3	274.90999999999997	12.3429	22.0951	5.86382	263.84200000000004	23.23	17.3709	11.6131	17.0047	288.353	11.4063	49.3819	19.1443	18.6367	1.42747	
12155	Gdańsk	2022-02-04	22	5.5	5	180	90.0	1.6	1000.6	242.704	9.62147	19.4963	6.07736	243.028	19.1218	16.5379	16.5008	15.832	274.274	8.16054	51.6434	17.7975	17.1765	1.59146	
12155	Gdańsk	2022-02-04	23	5.5	6	190	90.0	1.6	999.7	238.731	8.48351	18.1785	5.94879	247.984	24.1949	17.5573	10.9608	16.947	263.053	7.44476	51.4132	15.1783	14.8039	1.6431	
12155	Gdańsk	2022-02-05	0	5.3	5	180	90.0	1.6	998.9	227.85	6.28528	14.8348	6.57094	234.494	23.4133	15.0749	7.52323	13.44	256.121	6.55415	50.8415	13.7121	13.3751	1.50151	
12155	Gdańsk	2022-02-05	1	5.4	6	180	88.7	1.6	997.9	227.85	6.28528	14.8348	6.57094	234.494	23.4133	15.0749	7.52323	13.44	256.121	6.55415	50.8415	13.7121	13.3751	1.50151	
12155	Gdańsk	2022-02-05	2	5.1	6	190	88.0	1.6	997.2	212.49599999999998	5.12877	10.2767	8.56742	212.457	18.2596	8.27322	12.0999	8.07001	245.992	5.72412	50.8766	9.43123	9.09416	1.60997	
12155	Gdańsk	2022-02-05	3	4.5	9	260	88.6	1.6	997.6	185.226	3.07524	5.05594	7.31722	192.70100000000002	11.9051	4.45423	7.95942	4.34648	226.381	4.40309	62.2144	4.99735	4.87381	1.39325	
12155	Gdańsk	2022-02-05	4	2.2	6	290	89.7	1.6	999.8	185.226	3.07524	5.05594	7.31722	192.70100000000002	11.9051	4.45423	7.95942	4.34648	226.381	4.40309	62.2144	4.99735	4.87381	1.39325	
12155	Gdańsk	2022-02-05	5	2.8	6	270	89.8	1.6	1001.3	175.373	2.7547	4.19375	6.28573	154.555	2.7044	2.73971	2.89016	2.61814	165.228	3.62298	80.7525	4.25761	3.83693	1.12388	
12155	Gdańsk	2022-02-05	6	3.6	7	270	86.0	0.6	1002.6	174.847	5.99431	6.98047	5.91628	150.84300000000002	2.95592	3.96816	3.2671	3.70592	177.166	5.39956	81.9196	6.73689	5.76409	1.12288	
12155	Gdańsk	2022-02-05	7	3.8	6	270	80.0	0.6	1003.6	174.847	5.99431	6.98047	5.91628	150.84300000000002	2.95592	3.96816	3.2671	3.70592	177.166	5.39956	81.9196	6.73689	5.76409	1.12288	
12155	Gdańsk	2022-02-05	8	3.8	5	260	78.9	0.6	1004.5	196.556	9.62759	9.12313	4.35058	161.1	3.60853	5.71274	3.4265	4.65502	185.228	8.17807	78.8629	9.30702	7.75028	1.38498	
12155	Gdańsk	2022-02-05	9	3.8	6	250	80.6	0.6	1005.2	216.578	9.72688	7.29691	3.99813	182.661	4.14903	4.93679	3.08531	4.33617	207.66899999999998	7.91079	77.8378	6.8521	6.17314	1.5547	
12155	Gdańsk	2022-02-05	10	4.8	8	250	81.9	0.6	1005.5	210.785	8.02302	7.16108	0.46254	161.502	3.62189	3.50491	2.86897	3.31838	208.16000000000003	7.77509	78.4509	5.5159	5.27824	1.33685	
12155	Gdańsk	2022-02-05	11	4.5	7	260	79.0	0.6	1006.1	226.464	7.32378	6.92693	4.64687	168.853	3.24678	3.83474	2.88565	3.46892	218.203	7.32732	79.2271	5.26727	5.0904	1.51292	
12155	Gdańsk	2022-02-05	12	4.5	7	270	74.0	0.6	1006.4	226.464	7.32378	6.92693	4.64687	168.853	3.24678	3.83474	2.88565	3.46892	218.203	7.32732	79.2271	5.26727	5.0904	1.51292	
12155	Gdańsk	2022-02-05	13	5.1	9	260	69.9	0.6	1006.7	202.046	6.18919	8.65703	3.89173	152.617	2.94844	4.3399	2.89176	3.85273	210.54600000000002	7.06056	80.553	7.12048	6.05595	1.5268	
12155	Gdańsk	2022-02-05	14	4.4	7	270	75.6	0.6	1007.7	224.193	8.07865	7.808	3.26737	97.05969999999999	2.94844	3.37149	2.89176	3.26967	227.719	9.27433	76.4601	6.33553	6.01645	1.61367	
12155	Gdańsk	2022-02-05	15	4.1	7	260	77.8	0.6	1008.2	213.724	8.26801	7.55783	3.51046	158.25400000000002	3.60761	3.93195	2.48424	3.80665	223.301	9.1654	76.4665	8.00879	7.47027	1.51619	
12155	Gdańsk	2022-02-05	16	4.4	5	270	75.6	0.6	1008.8	231.191	8.28137	10.4481	3.38337	153.218	3.49618	4.83233	2.31992	4.55056	219.328	9.51717	76.2583	9.65089	8.63816	1.52424	
12155	Gdańsk	2022-02-05	17	4	6	250	75.0	0.6	1009.2	250.141	11.2344	13.3319	2.48119	157.555	3.45529	5.30655	2.4175	4.89487	227.516	10.64	74.6392	10.3222	8.83434	1.45601	
12155	Gdańsk	2022-02-05	18	4.1	7	260	75.0	0.6	1009.5	259.79200000000003	10.4062	12.6529	3.42401	157.555	3.45529	6.1648	6.09117	5.54794	218.921	8.69512	76.2286	10.4102	8.65527	1.49139	
12155	Gdańsk	2022-02-05	19	3.9	6	250	72.8	0.6	1009.5	259.79200000000003	10.4062	12.6529	3.42401	157.555	3.45529	6.1648	6.09117	5.54794	218.921	8.69512	76.2286	10.4102	8.65527	1.49139	
12155	Gdańsk	2022-02-05	20	3.4	5	230	78.8	0.6	1009.4	230.076	9.06285	8.57188	0.68273	185.48700000000002	7.12897	7.15296	2.38855	6.98486	214.74699999999999	7.6233	72.6969	8.17227	7.53194	1.46215	
12155	Gdańsk	2022-02-05	21	2.8	4	210	81.7	0.6	1009	242.73	9.94416	10.8045	2.54473	206.434	7.13351	6.41848	2.09272	6.20847	230.52	8.98366	68.174	10.5034	9.51198	1.36052	
12155	Gdańsk	2022-02-05	22	3.2	6	220	80.0	0.6	1008.3	242.73	9.94416	10.8045	2.54473	206.434	7.13351	6.41848	2.09272	6.20847	230.52	8.98366	68.174	10.5034	9.51198	1.36052	
12155	Gdańsk	2022-02-05	23	2.8	4	220	79.9	0.6	1007.7	200.461	5.0334	9.93771	2.89127	176.07500000000002	3.39468	5.9741	2.06338	5.72415	199.39100000000002	5.00311	70.2846	9.52998	8.36275	1.40707	
12155	Gdańsk	2022-02-06	0	2.5	5	210	81.0	0.6	1006.9	189.26000000000002	3.87754	9.25787	3.72622	171.874	3.39848	5.66907	2.14635	5.46214	189.994	4.9568	68.3179	9.33577	8.26269	1.59054	
12155	Gdańsk	2022-02-06	1	2.5	6	200	79.9	0.6	1005.9	189.26000000000002	3.87754	9.25787	3.72622	171.874	3.39848	5.66907	2.14635	5.46214	189.994	4.9568	68.3179	9.33577	8.26269	1.59054	
12155	Gdańsk	2022-02-06	2	2.9	6	200	79.9	0.6	1004.6	191.632	3.5042	8.76982	4.1762	167.767	3.825	5.31182	1.97948	5.13955	189.441	4.37113	69.4881	8.29933	7.57429	1.41394	
12155	Gdańsk	2022-02-06	3	2.9	7	220	81.1	0.6	1003.2	203.583	3.15796	7.7674	4.54195	192.595	5.18475	4.98484	1.99729	4.94513	204.09199999999998	4.43667	66.3408	7.19706	7.08164	1.12737	
12155	Gdańsk	2022-02-06	4	3.1	7	210	81.1	0.6	1002.1	195.637	3.25247	7.27387	4.70007	193.416	4.96299	4.41429	2.05807	4.38269	196.795	4.30584	64.1489	6.21834	6.1332	1.01742	
12155	Gdańsk	2022-02-06	5	2.9	7	210	84.1	0.6	1000.7	198.437	2.95966	5.76299	4.9875	185.53900000000002	4.40597	3.80028	1.99919	3.78361	190.05700000000002	4.03058	60.0535	4.91616	4.86832	1.33812	
12155	Gdańsk	2022-02-06	6	2.8	7	210	85.9	0.01	999.8	192.434	3.30609	4.62891	6.71428	189.85399999999998	10.7083	3.46409	2.70667	3.43732	181.21599999999998	4.21338	57.2336	3.74476	3.71887	1.06399	
12155	Gdańsk	2022-02-06	7	2.7	7	210	87.8	0.01	998.9	200.52200000000002	3.77628	3.86853	6.43277	183.31	8.26826	2.9811	2.45103	2.95696	185.694	4.39512	56.1125	4.90606	4.81894	1.2572	
12155	Gdańsk	2022-02-06	8	3.2	7	220	87.9	0.01	998	205.35500000000002	3.45295	3.72831	7.73099	184.95600000000002	3.6018	2.46891	2.62397	2.4518	202.91400000000002	5.07211	56.0592	4.37764	4.30676	1.83827	
12155	Gdańsk	2022-02-06	9	3.9	7	220	86.7	0.01	997.5	205.35500000000002	3.45295	3.72831	7.73099	184.95600000000002	3.6018	2.46891	2.62397	2.4518	202.91400000000002	5.07211	56.0592	4.37764	4.30676	1.83827	
12155	Gdańsk	2022-02-06	10	4.2	7	220	88.0	0.01	996.7	217.12300000000002	5.01835	4.52577	7.57952	195.146	3.23883	2.80905	1.80512	2.79084	220.006	5.68852	57.2201	3.64996	3.56394	1.2527	
12155	Gdańsk	2022-02-06	11	5.1	7	220	86.8	0.01	995.8	223.223	5.43956	4.43777	8.4056	221.39800000000002	3.36101	3.0342	1.97409	3.00392	240.427	5.69755	58.0155	5.15711	5.04431	1.28153	
12155	Gdańsk	2022-02-06	12	5.5	7	220	83.8	0.01	995.1	228.22	5.7919	5.35702	7.53149	208.96	3.39849	3.07151	2.08427	3.04978	257.81399999999996	5.79161	59.2582	6.48914	6.14658	1.69229	
12155	Gdańsk	2022-02-06	13	5.8	7	220	83.8	0.01	994	238.57999999999998	6.86486	5.74346	8.34381	211.41	3.86186	3.48055	2.26279	3.4529	265.90500000000003	7.1695	57.6528	5.66051	5.58437	1.70098	
12155	Gdańsk	2022-02-06	14	5.9	8	220	85.0	0.01	993.7	238.57999999999998	6.86486	5.74346	8.34381	211.41	3.86186	3.48055	2.26279	3.4529	265.90500000000003	7.1695	57.6528	5.66051	5.58437	1.70098	
12155	Gdańsk	2022-02-06	15	5.7	5	210	85.0	0.01	992.6	247.763	8.46318	6.35988	9.26567	232.315	13.1627	5.60785	4.07475	5.55474	270.668	8.21634	56.8525	5.5227	5.42264	1.23578	
12155	Gdańsk	2022-02-06	16	5.2	6	180	88.0	0.01	991.5	261.281	10.566	7.35419	10.4109	252.035	25.2332	8.74766	2.98767	8.63069	278.992	8.47262	53.5563	6.90037	6.73118	1.5271	
12155	Gdańsk	2022-02-06	17	4.8	8	180	91.2	0.01	990	261.281	11.6417	8.64408	10.1952	286.77799999999996	30.5169	11.2004	2.83185	11.0452	293.541	10.1628	49.8899	7.63903	7.47159	1.25299	
12155	Gdańsk	2022-02-06	18	5.3	7	180	93.2	0.01	988.2	261.281	11.6417	8.64408	10.1952	286.77799999999996	30.5169	11.2004	2.83185	11.0452	293.541	10.1628	49.8899	7.63903	7.47159	1.25299	
12155	Gdańsk	2022-02-06	19	5.2	7	190	91.9	0.01	987	242.666	6.60216	6.4075	10.937	245.60899999999998	18.8555	8.72944	6.50142	8.3125	280.755	7.0409	55.6283	5.79811	5.69036	1.01441	
12155	Gdańsk	2022-02-06	20	4.7	6	200	91.9	0.01	986.1	233.60500000000002	5.41488	4.60389	12.1252	234.273	20.8968	6.4233	11.8779	5.96181	252.025	6.12373	58.1054	4.05572	3.96004	0.84744	
12155	Gdańsk	2022-02-06	21	4.4	6	210	91.8	0.01	985.7	240.007	6.38376	4.32432	12.884	214.928	8.76405	3.28218	4.45685	3.23236	253.40699999999998	6.14817	58.2213	3.55868	3.46453	1.01952	
12155	Gdańsk	2022-02-06	22	3.9	5	270	91.8	0.01	986.1	242.131	6.06394	4.09522	11.585	194.86700000000002	3.21161	2.73181	3.04237	2.71096	239.64	6.23617	61.1922	3.23368	3.19001	0.8374	
12155	Gdańsk	2022-02-06	23	3.1	6	270	89.8	0.01	986.8	210.356	3.11483	3.34208	12.0993	170.172	2.1029	2.36468	2.47491	2.35327	219.644	5.27244	71.2113	2.93918	2.90649	1.10939	
