id_stacji	stacja	data_pomiaru	godzina_pomiaru	temperatura	predkosc_wiatru	kierunek_wiatru	wilgotnosc_wzgledna	suma_opadu	cisnienie	CO	NO2	PM10	PM2.5	NO2	O3	PM10	PM2.5	SO2	
12560	Katowice	2022-02-03	18	1.3	3	190	75.6	5.4	1018.8	557.06	60.6511	38.9726	25.0405	28.382	44.5401	31.2263	23.4091	13.5512	
12560	Katowice	2022-02-03	19	1.7	5	180	74.0	5.4	1018	476.68	41.0973	30.4928	20.6685	24.9378	42.4612	32.6777	25.9709	14.517	
12560	Katowice	2022-02-03	20	1.8	3	190	71.9	5.4	1017.5	442.27	41.0068	31.0005	21.6542	15.7411	53.4091	28.4957	22.9176	9.94038	
12560	Katowice	2022-02-03	21	2	4	210	70.9	5.4	1017.2	476.24	41.3031	35.4248	26.7604	16.3507	52.7169	28.0846	22.6082	10.3327	
12560	Katowice	2022-02-03	22	1.9	3	220	73.0	5.4	1017.5	512.98	46.5104	42.2834	32.349	19.8065	50.1518	26.3487	20.943	13.9932	
12560	Katowice	2022-02-03	23	1.3	4	210	85.8	5.4	1017.3	405.58	38.4136	28.8787	22.7032	20.8658	47.62	23.7033	18.5698	17.224	
12560	Katowice	2022-02-04	0	0.4	3	200	92.3	5.4	1017.1	452.89	32.2832	34.6739	21.5445	15.9689	49.9837	19.1153	15.1054	9.2969	
12560	Katowice	2022-02-04	1	0.5	4	200	93.6	5.4	1016.5	452.89	32.2832	34.6739	21.5445	15.9689	49.9837	19.1153	15.1054	9.2969	
12560	Katowice	2022-02-04	2	0.7	1	220	93.6	5.4	1015.5	377.15	28.7171	25.1061	16.7106	13.5401	50.3792	16.2852	12.8029	9.83032	
12560	Katowice	2022-02-04	3	0.5	1	90	93.6	5.4	1015	369.77	47.5888	33.6104	18.1004	25.2342	33.5924	17.1992	13.5826	6.95303	
12560	Katowice	2022-02-04	4	0.4	1	190	95.0	5.4	1015	364.63	52.5521	31.943	16.774	41.9445	22.4438	26.021	20.7774	8.72671	
12560	Katowice	2022-02-04	5	-0.6	1	180	95.0	5.4	1014.8	408.7	64.0894	40.364	18.2666	22.5127	42.7411	17.73	13.405	8.11828	
12560	Katowice	2022-02-04	6	-0.3	2	200	95.0	1.4	1014.7	543.0500000000001	72.5434	56.6844	23.5397	40.605	21.7714	22.771	16.2876	8.53839	
12560	Katowice	2022-02-04	7	0	1	200	95.0	1.4	1014.7	721.75	79.2205	53.7622	29.7087	49.9712	17.9684	26.9894	19.2766	12.9891	
12560	Katowice	2022-02-04	8	1.9	4	220	82.2	1.4	1014.7	687.33	79.1513	41.8638	26.7775	42.961	24.9111	21.7235	16.3301	14.8384	
12560	Katowice	2022-02-04	9	2.9	4	210	77.0	1.4	1014.6	592.02	73.5039	29.9585	20.0845	35.2159	32.4854	24.9267	18.6431	15.1458	
12560	Katowice	2022-02-04	10	3.6	6	220	73.8	1.4	1014.5	462.89000000000004	66.3874	29.1827	18.9091	29.3657	40.9807	21.9321	16.4718	12.3542	
12560	Katowice	2022-02-04	11	3.9	5	220	71.7	1.4	1014.2	512.13	63.7175	29.6704	18.1294	20.4186	50.831	16.103	11.6978	8.60513	
12560	Katowice	2022-02-04	12	4.1	5	220	71.8	1.4	1013.9	446.76	61.5173	26.8231	17.5037	23.9839	47.0681	18.6152	13.3142	10.6568	
12560	Katowice	2022-02-04	13	4	6	210	73.9	1.4	1013.6	506.05	60.5452	40.9343	19.6492	24.1645	46.023	19.1436	13.8939	11.4695	
12560	Katowice	2022-02-04	14	4.2	5	220	75.6	1.4	1013.1	593.27	66.2856	38.88	19.7591	21.929	46.6903	17.8287	13.0616	9.72432	
12560	Katowice	2022-02-04	15	4	5	210	78.9	1.4	1013.3	601.02	62.6205	35.0548	20.5058	28.0623	36.3237	20.5101	14.9148	7.10459	
12560	Katowice	2022-02-04	16	3.7	4	210	80.6	1.4	1013.1	601.73	62.669	34.3543	23.5009	29.5616	31.3414	23.0171	17.7993	8.11426	
12560	Katowice	2022-02-04	17	3.6	3	210	80.6	1.4	1012.9	562.55	60.1915	37.5726	28.0879	26.956	31.4513	23.9056	18.4478	7.41984	
12560	Katowice	2022-02-04	18	3.8	3	200	80.0	1.4	1012.6	555.89	55.0944	35.1679	27.3348	22.9259	36.215	22.6897	17.612	7.28869	
12560	Katowice	2022-02-04	19	3.6	4	180	80.0	1.4	1012.2	599.65	51.5324	38.0641	29.9443	24.7939	33.7491	29.4927	23.1294	11.5876	
12560	Katowice	2022-02-04	20	3.7	4	180	76.0	1.4	1011.8	528.9000000000001	37.6156	30.3223	23.6607	24.6117	30.5883	33.7318	26.4982	12.7521	
12560	Katowice	2022-02-04	21	3.8	4	200	76.1	1.4	1011.3	462.99	29.0497	29.8543	23.5612	21.7947	34.0568	31.6196	25.2917	13.4269	
12560	Katowice	2022-02-04	22	3.8	4	190	76.6	1.4	1010.9	508.00999999999993	31.4442	34.081	27.4719	23.4515	31.5292	30.5236	24.4279	14.4963	
12560	Katowice	2022-02-04	23	3.6	3	190	80.0	1.4	1010.9	480.84	36.1673	32.8551	26.4989	17.5717	34.5619	23.3644	18.375	10.9944	
12560	Katowice	2022-02-05	0	4.3	4	210	78.9	1.4	1010.1	403.84999999999997	25.2807	26.9619	21.7611	13.2013	35.7087	18.7647	14.5104	6.85996	
12560	Katowice	2022-02-05	1	4.9	6	210	75.7	1.4	1009.9	403.84999999999997	25.2807	26.9619	21.7611	13.2013	35.7087	18.7647	14.5104	6.85996	
12560	Katowice	2022-02-05	2	5.1	7	210	73.5	1.4	1010	269.45000000000005	16.5005	18.2837	15.1052	11.642	38.5761	15.67	12.0839	6.01165	
12560	Katowice	2022-02-05	3	4.8	6	210	74.6	1.4	1010.1	291.96	17.8501	17.7538	14.4155	11.6653	39.4551	15.137	11.761	5.5149	
12560	Katowice	2022-02-05	4	4.8	6	220	77.9	1.4	1010.5	281.98	22.3063	17.5879	14.147	13.2422	37.6479	15.9885	12.5018	6.62953	
12560	Katowice	2022-02-05	5	3.7	5	270	80.0	1.4	1012.6	237.13	16.5566	15.6791	12.2434	8.6826	51.1506	9.67718	7.08445	4.97719	
12560	Katowice	2022-02-05	6	2.8	5	260	73.7	0.4	1014.1	182.92	6.17284	7.38568	5.64794	4.66103	78.9129	1.77529	0.34339	3.78208	
12560	Katowice	2022-02-05	7	3	4	260	71.0	0.4	1015.4	196.22	12.3655	8.65692	5.92303	6.90922	76.8628	3.32809	1.64495	3.76501	
12560	Katowice	2022-02-05	8	3.5	4	260	64.6	0.4	1016.1	215.66	20.6944	9.89811	6.95189	8.09466	74.1117	5.23823	2.97505	6.10767	
12560	Katowice	2022-02-05	9	3.8	5	250	61.8	0.4	1016.6	222.70999999999998	20.0106	9.97004	7.29164	7.97516	74.5991	5.68449	3.25428	6.62772	
12560	Katowice	2022-02-05	10	4.5	6	240	58.8	0.4	1016.6	283.65000000000003	37.2846	17.9515	9.47615	6.86461	75.1226	5.62901	3.23187	4.85451	
12560	Katowice	2022-02-05	11	4.6	6	250	56.7	0.4	1016.7	255.52999999999997	32.4489	21.1946	9.56745	5.63721	77.8483	6.90253	3.87216	4.94905	
12560	Katowice	2022-02-05	12	4.8	5	240	54.7	0.4	1017	277.62	31.1789	15.8405	9.03378	6.45247	74.662	8.33431	5.24731	4.52871	
12560	Katowice	2022-02-05	13	4.7	5	250	54.6	0.4	1017	302.12	35.2355	15.2338	9.33776	6.66279	74.0219	8.27394	5.12302	4.70749	
12560	Katowice	2022-02-05	14	1.3	3	250	87.1	0.4	1018.2	260.98	30.5547	13.4576	8.39021	6.08919	74.4663	6.70972	4.29619	3.64008	
12560	Katowice	2022-02-05	15	1.4	5	230	89.0	0.4	1018.7	337.94	48.0164	28.9115	13.7061	11.779	66.5593	13.0588	10.0036	4.93462	
12560	Katowice	2022-02-05	16	1.2	5	240	83.9	0.4	1019.6	331.96999999999997	44.7538	27.3868	14.0951	11.147	65.6207	9.49389	6.86489	3.94531	
12560	Katowice	2022-02-05	17	0.7	3	240	85.1	0.4	1020.4	338.62	45.9473	20.8279	13.3432	12.1747	65.1643	13.4798	10.2257	5.48462	
12560	Katowice	2022-02-05	18	-0.4	2	220	88.9	0.4	1021	439.33	65.1732	31.8977	21.1029	21.7086	50.103	21.6381	17.1036	5.84383	
12560	Katowice	2022-02-05	19	-1.9	3	210	90.1	0.4	1021.1	524.0200000000001	60.8595	33.097	23.4158	26.3282	42.0762	33.9004	27.4227	9.43206	
12560	Katowice	2022-02-05	20	-1.1	3	210	88.8	0.4	1021	573.66	48.1584	41.3548	32.4612	29.3896	39.0321	39.1445	31.9224	10.726	
12560	Katowice	2022-02-05	21	-0.4	3	200	83.7	0.4	1020.8	547.95	43.2924	45.6618	35.9689	23.8825	42.1208	43.0113	35.0972	12.8054	
12560	Katowice	2022-02-05	22	0.9	5	210	76.7	0.4	1020.3	447.58	33.7905	35.27	28.4628	19.3298	44.4941	30.9756	24.8816	10.0641	
12560	Katowice	2022-02-05	23	0.5	4	210	76.1	0.4	1019.9	353.29	25.1805	24.2661	19.8708	15.3154	50.4519	18.4243	14.4073	8.33154	
12560	Katowice	2022-02-06	0	0.4	4	210	73.8	0.4	1019.3	338.55	21.4644	21.041	17.0006	14.6434	51.3993	16.2299	12.5864	8.37096	
12560	Katowice	2022-02-06	1	0.6	5	210	72.7	0.4	1018.6	338.55	21.4644	21.041	17.0006	14.6434	51.3993	16.2299	12.5864	8.37096	
12560	Katowice	2022-02-06	2	0.9	5	200	71.7	0.4	1017.7	275.44	13.6078	18.4252	14.8226	6.63517	58.6085	11.4872	8.58906	4.61466	
12560	Katowice	2022-02-06	3	1.7	6	210	69.7	0.4	1016.8	277.19	12.7922	16.2077	12.7583	5.14859	62.3478	8.92552	6.2595	3.44326	
12560	Katowice	2022-02-06	4	2.1	7	210	69.8	0.4	1016	245.72	12.5722	13.4416	10.4104	6.38396	61.7662	7.60251	5.21853	4.16975	
12560	Katowice	2022-02-06	5	2.1	7	200	70.9	0.4	1015.1	233.56	14.3924	12.2199	9.31746	7.57736	60.1872	6.76683	4.39406	4.3803	
12560	Katowice	2022-02-06	6	2.4	7	210	67.8	1.1	1014.1	226.17000000000002	15.4097	12.2089	9.2365	4.47461	64.068	5.69673	3.45379	3.18145	
12560	Katowice	2022-02-06	7	2.6	7	210	67.9	1.1	1013.6	232.95	17.8375	13.3686	9.19799	5.80026	63.3266	5.84412	3.65071	4.03871	
12560	Katowice	2022-02-06	8	2.9	8	220	65.9	1.1	1013.2	247.12	16.5906	16.1557	9.47145	7.78131	61.5071	6.70455	4.19077	4.77235	
12560	Katowice	2022-02-06	9	3.5	9	210	63.6	1.1	1012.5	252.1	21.8137	28.2534	10.6426	7.9656	61.4832	7.35096	4.69498	5.18843	
12560	Katowice	2022-02-06	10	3.7	8	210	63.7	1.1	1011.7	264.68	23.4124	29.6679	10.9899	7.57152	63.1621	7.18698	4.38557	4.71884	
12560	Katowice	2022-02-06	11	4	9	210	66.7	1.1	1010.6	276.64	25.3202	34.5185	11.8938	7.73829	63.2468	7.44234	4.45656	4.94171	
12560	Katowice	2022-02-06	12	3.9	8	210	69.7	1.1	1009.9	279.96999999999997	25.7876	23.2253	10.4443	7.73457	64.719	7.9283	4.6839	5.42075	
12560	Katowice	2022-02-06	13	4.2	8	210	67.7	1.1	1008.8	293.58	24.8653	27.2233	11.3541	7.86363	64.9596	7.3273	4.67494	5.51205	
